VendorID,pickup,dropoff,passenger_count,trip_distance,fare_amount,tip_amount
id5,2022-01-04T17:38:01.000000,2022-01-04T18:14:37.000000,2.0,15.3,45.5,0.0
id1,2022-01-04T17:45:16.000000,2022-01-04T17:58:07.000000,1.0,2.02,10.0,2.86
id0,2022-01-04T17:56:22.000000,2022-01-04T18:01:05.000000,1.0,0.78,5.0,1.4
id7,2022-01-04T17:59:42.000000,2022-01-04T18:04:02.000000,1.0,0.86,5.0,1.0
id4,2022-01-04T18:02:40.000000,2022-01-04T18:08:02.000000,1.0,1.81,7.5,2.36
id4,2022-01-04T18:17:51.000000,2022-01-04T18:26:48.000000,1.0,1.35,8.0,0.0
id0,2022-01-04T18:18:57.000000,2022-01-04T18:33:38.000000,1.0,3.08,13.0,1.0
id1,2022-01-04T18:32:29.000000,2022-01-04T18:32:34.000000,2.0,0.0,73.0,1.2
id5,2022-01-04T18:42:43.000000,2022-01-04T19:23:05.000000,1.0,20.84,52.0,16.59
id7,2022-01-04T18:46:47.000000,2022-01-04T18:54:20.000000,1.0,1.08,6.5,2.16
id7,2022-01-04T19:17:07.000000,2022-01-04T19:19:19.000000,1.0,0.75,4.0,1.66
id0,2022-01-04T19:26:06.000000,2022-01-04T19:28:26.000000,1.0,0.35,3.5,1.95
id3,2022-01-04T19:49:24.000000,2022-01-04T20:01:41.000000,1.0,5.98,17.5,0.0
id4,2022-01-04T20:15:30.000000,2022-01-04T20:21:35.000000,2.0,1.44,6.5,1.0
id3,2022-01-04T20:22:25.000000,2022-01-04T20:25:17.000000,1.0,0.3,3.5,0.0
id2,2022-01-04T20:24:14.000000,2022-01-04T20:34:44.000000,1.0,2.3,9.5,3.3
id5,2022-01-04T21:12:19.000000,2022-01-04T21:23:29.000000,1.0,2.77,10.5,2.86
id1,2022-01-04T21:24:59.000000,2022-01-04T21:27:46.000000,6.0,0.6,4.0,1.56
id0,2022-01-04T21:34:29.000000,2022-01-04T21:50:09.000000,1.0,4.11,15.0,3.76
id8,2022-01-04T21:38:12.000000,2022-01-04T21:43:57.000000,1.0,1.41,6.5,2.06
id2,2022-01-04T21:45:42.000000,2022-01-04T21:50:25.000000,2.0,0.7,5.0,1.76
id7,2022-01-04T21:55:59.000000,2022-01-04T21:58:35.000000,1.0,0.85,4.5,1.66
id8,2022-01-04T22:00:15.000000,2022-01-04T22:04:20.000000,2.0,1.2,6.0,2.45
id6,2022-01-04T22:37:00.000000,2022-01-04T22:48:13.000000,1.0,2.59,11.0,2.96
id0,2022-01-04T23:04:00.000000,2022-01-04T23:13:13.000000,1.0,2.3,9.5,2.65
id4,2022-01-05T01:56:42.000000,2022-01-05T02:15:34.000000,5.0,5.37,19.0,5.0
id7,2022-01-05T05:49:22.000000,2022-01-05T06:07:42.000000,1.0,2.81,14.0,3.56
id4,2022-01-05T06:15:18.000000,2022-01-05T06:21:07.000000,1.0,0.98,6.0,1.86
id4,2022-01-05T06:55:47.000000,2022-01-05T07:00:42.000000,1.0,1.1,6.0,2.3
id1,2022-01-05T07:20:33.000000,2022-01-05T07:28:39.000000,1.0,1.07,7.0,0.0
id8,2022-01-05T07:29:27.000000,2022-01-05T07:48:40.000000,3.0,5.72,19.0,1.0
id1,2022-01-05T07:56:01.000000,2022-01-05T08:03:53.000000,1.0,2.46,9.5,3.84
id0,2022-01-05T07:56:15.000000,2022-01-05T08:05:19.000000,2.0,1.43,8.0,2.26
id6,2022-01-05T08:01:53.000000,2022-01-05T08:09:55.000000,1.0,1.74,8.5,2.95
id5,2022-01-05T08:13:57.000000,2022-01-05T08:20:58.000000,1.0,0.98,6.5,3.0
id6,2022-01-05T08:24:27.000000,2022-01-05T08:46:44.000000,1.0,3.01,16.0,0.0
id8,2022-01-05T08:34:29.000000,2022-01-05T08:52:55.000000,1.0,3.0,14.0,3.45
id0,2022-01-05T08:36:30.000000,2022-01-05T08:43:03.000000,0.0,1.1,6.5,1.0
id1,2022-01-05T08:38:33.000000,2022-01-05T08:48:30.000000,1.0,1.83,9.0,2.0
id7,2022-01-05T08:42:54.000000,2022-01-05T08:51:31.000000,6.0,1.56,8.0,2.26
id0,2022-01-05T08:45:22.000000,2022-01-05T08:51:10.000000,1.0,0.6,5.5,1.06
id2,2022-01-05T08:52:24.000000,2022-01-05T08:58:46.000000,2.0,0.8,6.0,1.86
id8,2022-01-05T09:16:40.000000,2022-01-05T09:22:32.000000,1.0,0.4,4.5,2.0
id2,2022-01-05T09:27:41.000000,2022-01-05T09:34:53.000000,2.0,1.07,6.5,1.96
id6,2022-01-05T09:27:53.000000,2022-01-05T09:41:07.000000,1.0,2.22,10.5,2.76
id7,2022-01-05T09:30:53.000000,2022-01-05T09:38:26.000000,1.0,1.05,6.5,1.96
id4,2022-01-05T09:31:56.000000,2022-01-05T09:36:43.000000,1.0,0.8,5.5,0.0
id4,2022-01-05T09:35:13.000000,2022-01-05T09:42:57.000000,1.0,2.51,9.0,0.0
id2,2022-01-05T09:57:20.000000,2022-01-05T10:11:07.000000,1.0,2.67,12.0,3.83
id2,2022-01-05T10:01:07.000000,2022-01-05T10:27:08.000000,1.0,9.6,29.5,6.06
id8,2022-01-05T10:05:09.000000,2022-01-05T10:12:16.000000,1.0,1.53,7.5,2.16
id1,2022-01-05T10:24:23.000000,2022-01-05T10:37:17.000000,1.0,3.71,14.0,0.0
id8,2022-01-05T10:28:00.000000,2022-01-05T10:43:39.000000,1.0,1.9,11.5,1.0
id8,2022-01-05T10:30:55.000000,2022-01-05T10:43:13.000000,2.0,1.9,10.0,2.65
id3,2022-01-05T10:45:06.000000,2022-01-05T11:26:14.000000,1.0,7.68,31.5,0.0
id4,2022-01-05T10:58:36.000000,2022-01-05T11:06:34.000000,2.0,1.27,7.0,1.5
id7,2022-01-05T11:07:08.000000,2022-01-05T11:20:32.000000,1.0,1.21,9.5,2.56
id8,2022-01-05T11:21:17.000000,2022-01-05T11:41:59.000000,1.0,3.7,15.5,1.0
id0,2022-01-05T11:39:54.000000,2022-01-05T11:57:56.000000,1.0,3.82,14.5,0.0
id4,2022-01-05T11:44:40.000000,2022-01-05T12:21:53.000000,1.0,9.8,43.2,0.0
id6,2022-01-05T12:14:11.000000,2022-01-05T12:50:01.000000,1.0,11.6,51.2,0.0
id7,2022-01-05T12:27:13.000000,2022-01-05T12:50:26.000000,1.0,5.77,21.5,4.96
id7,2022-01-05T13:07:40.000000,2022-01-05T13:15:28.000000,1.0,1.41,7.0,0.0
id1,2022-01-05T13:22:33.000000,2022-01-05T13:27:15.000000,3.0,0.82,5.0,0.0
id6,2022-01-05T13:56:49.000000,2022-01-05T14:17:41.000000,1.0,4.1,16.5,3.96
id2,2022-01-05T14:01:25.000000,2022-01-05T14:13:17.000000,1.0,2.06,9.5,2.56
id7,2022-01-05T14:41:20.000000,2022-01-05T14:56:31.000000,1.0,2.09,11.5,2.96
id4,2022-01-05T14:44:21.000000,2022-01-05T15:03:00.000000,2.0,2.36,13.0,0.0
id3,2022-01-05T15:12:50.000000,2022-01-05T15:16:59.000000,1.0,0.64,4.5,1.95
id3,2022-01-05T15:19:01.000000,2022-01-05T15:48:34.000000,1.0,5.4,22.5,0.0
id7,2022-01-05T15:31:50.000000,2022-01-05T15:33:23.000000,1.0,0.25,3.0,0.0
id4,2022-01-05T15:34:20.000000,2022-01-05T16:16:44.000000,2.0,16.3,52.0,11.36
id6,2022-01-05T16:03:36.000000,2022-01-05T16:15:21.000000,1.0,1.6,9.5,3.2
id6,2022-01-05T16:21:56.000000,2022-01-05T16:28:26.000000,1.0,1.14,6.5,2.16
id1,2022-01-05T16:30:55.000000,2022-01-05T16:37:21.000000,1.0,1.4,6.5,1.0
id6,2022-01-05T16:32:40.000000,2022-01-05T16:37:33.000000,1.0,1.14,6.0,1.54
id8,2022-01-05T16:34:21.000000,2022-01-05T16:37:13.000000,1.0,0.6,4.0,1.66
id0,2022-01-05T16:58:36.000000,2022-01-05T17:06:45.000000,1.0,1.7,8.0,0.0
id6,2022-01-05T17:00:54.000000,2022-01-05T17:07:00.000000,1.0,0.9,5.0,3.0
id0,2022-01-05T17:11:08.000000,2022-01-05T17:25:11.000000,1.0,1.9,9.5,0.0
id6,2022-01-05T17:12:21.000000,2022-01-05T17:28:09.000000,1.0,2.59,12.0,4.89
id1,2022-01-05T17:15:34.000000,2022-01-05T17:21:05.000000,1.0,0.99,5.5,1.0
id5,2022-01-05T17:17:18.000000,2022-01-05T17:20:17.000000,1.0,0.6,4.0,1.66
id3,2022-01-05T17:31:15.000000,2022-01-05T17:38:46.000000,1.0,1.4,7.5,2.35
id1,2022-01-05T17:31:57.000000,2022-01-05T17:46:51.000000,1.0,3.01,13.0,0.0
id4,2022-01-05T17:43:15.000000,2022-01-05T17:58:13.000000,1.0,2.82,12.0,1.63
id0,2022-01-05T17:48:29.000000,2022-01-05T17:52:13.000000,1.0,1.07,5.5,2.0
id3,2022-01-05T17:51:12.000000,2022-01-05T18:01:41.000000,5.0,1.45,8.5,2.56
id8,2022-01-05T18:05:47.000000,2022-01-05T18:11:10.000000,2.0,0.8,5.5,0.0
id5,2022-01-05T18:06:30.000000,2022-01-05T18:12:34.000000,2.0,1.6,7.0,2.82
id0,2022-01-05T18:08:06.000000,2022-01-05T18:25:44.000000,1.0,4.1,16.0,4.5
id8,2022-01-05T18:44:31.000000,2022-01-05T18:48:30.000000,1.0,1.07,5.5,0.0
id6,2022-01-05T19:22:48.000000,2022-01-05T19:30:39.000000,2.0,2.23,8.5,2.0
id6,2022-01-05T19:24:02.000000,2022-01-05T19:34:42.000000,2.0,2.02,9.5,2.76
id3,2022-01-05T20:22:25.000000,2022-01-05T20:29:33.000000,1.0,1.21,7.0,2.16
id2,2022-01-05T20:37:33.000000,2022-01-05T20:43:36.000000,2.0,1.48,6.5,1.03
id7,2022-01-05T21:56:23.000000,2022-01-05T22:13:40.000000,1.0,5.73,18.5,3.96
id5,2022-01-05T22:06:57.000000,2022-01-05T22:18:14.000000,1.0,2.13,10.0,1.0
id4,2022-01-05T22:16:18.000000,2022-01-05T22:18:45.000000,1.0,0.87,4.5,1.66
id3,2022-01-05T23:12:42.000000,2022-01-05T23:21:20.000000,1.0,3.12,10.5,2.86
id2,2022-01-05T23:24:13.000000,2022-01-05T23:41:24.000000,1.0,7.31,22.0,4.91
id1,2022-01-05T23:37:13.000000,2022-01-05T23:40:53.000000,1.0,0.84,5.0,1.0
id5,2022-01-06T01:32:15.000000,2022-01-06T01:39:31.000000,1.0,1.47,7.0,1.5
id5,2022-01-06T05:34:34.000000,2022-01-06T05:37:16.000000,1.0,1.01,5.0,1.0
id2,2022-01-06T06:23:12.000000,2022-01-06T06:36:26.000000,1.0,2.86,12.5,0.0
id2,2022-01-06T07:15:42.000000,2022-01-06T07:34:05.000000,2.0,3.8,15.5,3.85
id5,2022-01-06T07:18:26.000000,2022-01-06T07:31:44.000000,1.0,6.11,19.0,4.46
id1,2022-01-06T07:33:50.000000,2022-01-06T07:44:16.000000,1.0,2.1,9.5,2.56
id7,2022-01-06T07:33:53.000000,2022-01-06T07:40:38.000000,1.0,2.33,8.5,1.0
id8,2022-01-06T08:06:17.000000,2022-01-06T08:31:00.000000,2.0,10.08,30.5,8.07
id5,2022-01-06T08:47:42.000000,2022-01-06T08:56:53.000000,1.0,1.26,7.5,2.16
id5,2022-01-06T08:48:50.000000,2022-01-06T08:55:36.000000,1.0,1.0,6.5,1.95
id8,2022-01-06T10:11:18.000000,2022-01-06T10:28:15.000000,1.0,4.0,15.0,0.0
id3,2022-01-06T10:14:02.000000,2022-01-06T10:14:27.000000,1.0,0.0,2.5,0.0
id4,2022-01-06T10:53:05.000000,2022-01-06T10:57:13.000000,1.0,0.7,5.0,0.0
id8,2022-01-06T11:02:56.000000,2022-01-06T11:06:34.000000,1.0,0.3,4.0,0.0
id7,2022-01-06T11:19:02.000000,2022-01-06T11:22:12.000000,1.0,0.62,4.5,0.0
id0,2022-01-06T11:21:46.000000,2022-01-06T11:52:06.000000,1.0,13.32,38.5,0.0
id0,2022-01-06T11:43:28.000000,2022-01-06T11:50:44.000000,1.0,2.5,9.5,3.2
id4,2022-01-06T11:44:23.000000,2022-01-06T11:49:43.000000,1.0,0.9,5.5,1.0
id6,2022-01-06T11:49:56.000000,2022-01-06T12:00:27.000000,1.0,2.2,9.5,2.56
id8,2022-01-06T12:02:05.000000,2022-01-06T12:11:11.000000,1.0,1.69,8.5,0.0
id0,2022-01-06T12:04:55.000000,2022-01-06T12:23:25.000000,3.0,6.47,21.0,2.43
id0,2022-01-06T12:23:50.000000,2022-01-06T12:30:56.000000,3.0,0.98,6.5,2.94
id2,2022-01-06T13:12:24.000000,2022-01-06T13:19:08.000000,1.0,1.13,6.5,1.0
id8,2022-01-06T13:15:21.000000,2022-01-06T13:24:42.000000,1.0,1.31,7.5,2.16
id3,2022-01-06T13:34:55.000000,2022-01-06T13:48:32.000000,1.0,2.4,11.0,3.0
id6,2022-01-06T13:35:17.000000,2022-01-06T13:44:28.000000,1.0,3.07,11.0,2.36
id3,2022-01-06T13:47:21.000000,2022-01-06T14:01:10.000000,1.0,1.9,9.5,2.55
id5,2022-01-06T13:53:45.000000,2022-01-06T14:04:36.000000,1.0,1.51,8.5,3.0
id7,2022-01-06T14:16:36.000000,2022-01-06T14:29:43.000000,1.0,2.99,12.0,3.83
id4,2022-01-06T14:27:16.000000,2022-01-06T14:50:13.000000,1.0,1.82,15.0,0.0
id2,2022-01-06T14:31:01.000000,2022-01-06T14:41:42.000000,4.0,1.7,9.0,0.0
id5,2022-01-06T14:57:34.000000,2022-01-06T15:41:37.000000,1.0,20.6,52.0,12.6
id4,2022-01-06T15:23:01.000000,2022-01-06T15:27:11.000000,3.0,0.8,5.0,0.0
id6,2022-01-06T15:34:57.000000,2022-01-06T15:37:18.000000,1.0,0.44,3.5,1.36
id0,2022-01-06T15:44:08.000000,2022-01-06T15:48:23.000000,1.0,0.46,4.5,1.56
id4,2022-01-06T15:49:08.000000,2022-01-06T16:07:08.000000,1.0,4.23,16.0,1.0
id3,2022-01-06T16:01:06.000000,2022-01-06T16:07:51.000000,1.0,1.0,6.0,2.05
id6,2022-01-06T16:06:07.000000,2022-01-06T16:17:15.000000,1.0,1.29,8.5,2.0
id3,2022-01-06T16:15:53.000000,2022-01-06T17:08:38.000000,1.0,19.43,52.0,13.52
id3,2022-01-06T17:01:18.000000,2022-01-06T17:14:24.000000,1.0,2.68,11.0,3.06
id0,2022-01-06T17:06:50.000000,2022-01-06T17:19:58.000000,1.0,2.7,12.0,1.5
id1,2022-01-06T17:08:58.000000,2022-01-06T17:18:42.000000,1.0,1.7,8.5,0.0
id2,2022-01-06T17:13:54.000000,2022-01-06T17:32:32.000000,1.0,6.74,22.0,5.26
id7,2022-01-06T17:16:57.000000,2022-01-06T17:20:03.000000,1.0,1.03,5.0,1.4
id8,2022-01-06T17:19:59.000000,2022-01-06T17:52:24.000000,1.0,9.75,32.0,7.26
id8,2022-01-06T17:53:04.000000,2022-01-06T17:58:48.000000,1.0,1.08,6.0,2.06
id1,2022-01-06T17:56:15.000000,2022-01-06T18:23:02.000000,1.0,3.8,18.0,0.0
id2,2022-01-06T17:57:27.000000,2022-01-06T18:20:42.000000,1.0,4.8,19.0,2.33
id8,2022-01-06T18:16:35.000000,2022-01-06T18:22:24.000000,1.0,1.23,6.0,2.06
id2,2022-01-06T18:18:39.000000,2022-01-06T18:20:56.000000,1.0,0.7,4.0,1.65
id6,2022-01-06T18:38:31.000000,2022-01-06T18:59:31.000000,1.0,5.58,20.0,2.43
id0,2022-01-06T18:49:21.000000,2022-01-06T18:55:21.000000,6.0,0.91,6.0,2.06
id8,2022-01-06T19:06:55.000000,2022-01-06T19:11:03.000000,2.0,0.3,4.5,1.75
id7,2022-01-06T19:15:22.000000,2022-01-06T19:21:53.000000,1.0,1.6,7.0,0.0
id6,2022-01-06T19:18:14.000000,2022-01-06T19:25:13.000000,1.0,1.1,6.5,2.7
id3,2022-01-06T19:29:34.000000,2022-01-06T19:55:17.000000,1.0,12.73,36.0,12.09
id4,2022-01-06T19:31:38.000000,2022-01-06T19:40:20.000000,1.0,1.5,7.5,2.35
id2,2022-01-06T20:00:28.000000,2022-01-06T20:04:19.000000,1.0,1.06,5.5,1.86
id1,2022-01-06T20:19:54.000000,2022-01-06T20:30:57.000000,0.0,2.2,9.5,3.3
id4,2022-01-06T20:31:17.000000,2022-01-06T20:39:16.000000,1.0,1.77,8.0,2.36
id2,2022-01-06T21:07:02.000000,2022-01-06T21:08:41.000000,1.0,0.4,3.5,4.0
id5,2022-01-06T21:23:38.000000,2022-01-06T21:35:54.000000,2.0,1.3,8.5,2.46
id0,2022-01-06T21:41:04.000000,2022-01-06T21:51:59.000000,1.0,2.11,9.5,0.0
id4,2022-01-06T21:49:13.000000,2022-01-06T21:53:16.000000,1.0,0.73,4.5,1.66
id6,2022-01-06T21:52:35.000000,2022-01-06T22:05:07.000000,1.0,3.66,12.5,3.26
id0,2022-01-06T21:54:54.000000,2022-01-06T21:59:08.000000,1.0,1.16,5.5,1.86
id5,2022-01-06T22:21:17.000000,2022-01-06T22:29:01.000000,1.0,3.46,12.0,3.16
id6,2022-01-06T22:24:29.000000,2022-01-06T22:41:20.000000,1.0,4.38,15.5,3.86
id5,2022-01-06T22:57:51.000000,2022-01-06T23:09:47.000000,4.0,2.7,11.0,3.7
id4,2022-01-06T23:33:41.000000,2022-01-06T23:39:40.000000,1.0,1.8,7.0,2.15
id6,2022-01-07T01:29:30.000000,2022-01-07T01:34:43.000000,2.0,1.2,6.0,1.0
id4,2022-01-07T01:44:03.000000,2022-01-07T01:51:23.000000,1.0,1.25,7.0,0.0
id7,2022-01-07T03:00:50.000000,2022-01-07T03:22:57.000000,1.0,8.8,26.0,0.0
id1,2022-01-07T03:01:21.000000,2022-01-07T03:12:30.000000,1.0,2.4,9.5,0.7
id4,2022-01-07T07:11:41.000000,2022-01-07T07:19:12.000000,1.0,1.2,6.5,2.45
id8,2022-01-07T08:36:10.000000,2022-01-07T08:47:43.000000,1.0,2.99,11.5,3.77
id8,2022-01-07T08:40:47.000000,2022-01-07T08:45:24.000000,1.0,0.9,5.5,0.0
id0,2022-01-07T08:48:31.000000,2022-01-07T08:54:45.000000,3.0,1.11,6.5,1.96
id2,2022-01-07T09:34:52.000000,2022-01-07T09:42:37.000000,1.0,1.54,7.5,0.0
id5,2022-01-07T09:45:27.000000,2022-01-07T09:52:06.000000,2.0,1.42,7.0,0.0
id3,2022-01-07T09:46:26.000000,2022-01-07T09:53:41.000000,1.0,1.34,7.0,2.06
id1,2022-01-07T09:55:53.000000,2022-01-07T10:01:52.000000,2.0,1.0,6.0,2.0
id8,2022-01-07T10:05:15.000000,2022-01-07T10:10:50.000000,1.0,1.21,6.0,2.32
id5,2022-01-07T10:08:00.000000,2022-01-07T10:21:28.000000,1.0,4.07,15.0,3.66
id0,2022-01-07T10:20:03.000000,2022-01-07T10:23:55.000000,1.0,0.99,5.0,1.66
id6,2022-01-07T10:59:58.000000,2022-01-07T11:11:36.000000,1.0,1.7,9.0,2.46
id6,2022-01-07T11:11:26.000000,2022-01-07T11:20:17.000000,1.0,2.21,9.0,2.46
id5,2022-01-07T11:40:21.000000,2022-01-07T11:55:44.000000,1.0,2.2,11.5,4.4
id0,2022-01-07T11:56:54.000000,2022-01-07T12:01:24.000000,1.0,0.98,5.0,1.7
id6,2022-01-07T12:28:25.000000,2022-01-07T12:38:34.000000,1.0,1.7,9.0,2.45
id2,2022-01-07T12:44:17.000000,2022-01-07T12:50:29.000000,2.0,0.9,6.0,2.33
id3,2022-01-07T12:46:42.000000,2022-01-07T12:57:17.000000,1.0,1.5,8.5,3.5
id6,2022-01-07T12:48:42.000000,2022-01-07T12:59:13.000000,1.0,2.1,9.5,0.0
id3,2022-01-07T13:12:02.000000,2022-01-07T13:24:30.000000,1.0,2.0,10.0,3.0
id2,2022-01-07T13:16:54.000000,2022-01-07T13:23:57.000000,1.0,2.06,8.0,2.26
id2,2022-01-07T13:24:54.000000,2022-01-07T13:32:50.000000,1.0,1.55,8.0,2.26
id0,2022-01-07T13:54:26.000000,2022-01-07T14:09:18.000000,1.0,5.25,17.5,0.0
id1,2022-01-07T14:29:20.000000,2022-01-07T14:32:54.000000,1.0,0.5,4.5,0.0
id8,2022-01-07T14:31:50.000000,2022-01-07T14:39:09.000000,1.0,1.14,6.5,0.0
id4,2022-01-07T15:03:16.000000,2022-01-07T15:20:43.000000,2.0,3.24,13.5,3.02
id4,2022-01-07T15:13:40.000000,2022-01-07T15:25:31.000000,1.0,2.82,10.5,0.0
id7,2022-01-07T15:24:47.000000,2022-01-07T15:48:02.000000,1.0,8.1,25.5,7.3
id8,2022-01-07T15:31:19.000000,2022-01-07T15:40:40.000000,1.0,1.49,8.5,0.0
id2,2022-01-07T16:13:34.000000,2022-01-07T16:22:57.000000,1.0,1.6,8.0,2.45
id7,2022-01-07T16:52:36.000000,2022-01-07T17:05:15.000000,2.0,2.89,11.5,0.0
id2,2022-01-07T17:07:34.000000,2022-01-07T17:12:34.000000,1.0,0.9,5.5,1.95
id4,2022-01-07T17:18:24.000000,2022-01-07T17:36:13.000000,1.0,12.09,33.0,5.0
id5,2022-01-07T17:24:35.000000,2022-01-07T17:30:45.000000,1.0,0.9,6.0,2.05
id0,2022-01-07T17:25:26.000000,2022-01-07T17:30:09.000000,1.0,0.98,5.5,1.96
id6,2022-01-07T17:27:03.000000,2022-01-07T17:36:13.000000,1.0,1.8,8.5,2.55
id0,2022-01-07T17:28:38.000000,2022-01-07T17:33:24.000000,1.0,0.5,5.0,2.75
id0,2022-01-07T17:32:09.000000,2022-01-07T17:42:10.000000,1.0,1.65,9.0,1.5
id1,2022-01-07T17:38:43.000000,2022-01-07T17:42:38.000000,1.0,0.62,5.0,1.86
id7,2022-01-07T17:53:36.000000,2022-01-07T18:05:36.000000,3.0,2.03,10.0,2.86
id4,2022-01-07T18:07:32.000000,2022-01-07T18:13:03.000000,3.0,0.95,5.5,1.47
id7,2022-01-07T18:23:39.000000,2022-01-07T19:03:21.000000,1.0,19.91,52.0,13.52
id5,2022-01-07T18:30:52.000000,2022-01-07T18:36:11.000000,1.0,1.04,6.0,1.54
id2,2022-01-07T19:06:35.000000,2022-01-07T19:13:29.000000,1.0,0.9,6.5,2.15
id1,2022-01-07T19:19:48.000000,2022-01-07T19:25:21.000000,1.0,1.2,6.5,0.5
id0,2022-01-07T19:28:08.000000,2022-01-07T19:35:47.000000,1.0,1.5,7.5,2.36
id4,2022-01-07T19:36:58.000000,2022-01-07T19:44:04.000000,1.0,0.96,6.5,3.24
id0,2022-01-07T19:38:44.000000,2022-01-07T19:46:22.000000,1.0,1.51,7.0,2.26
id3,2022-01-07T20:08:27.000000,2022-01-07T20:35:02.000000,2.0,17.78,52.0,12.37
id4,2022-01-07T20:12:46.000000,2022-01-07T20:16:43.000000,2.0,0.7,4.5,0.0
id1,2022-01-07T20:18:37.000000,2022-01-07T20:28:16.000000,1.0,2.29,9.5,2.66
id3,2022-01-07T20:33:32.000000,2022-01-07T20:45:41.000000,1.0,1.8,10.0,3.0
id4,2022-01-07T20:52:45.000000,2022-01-07T21:00:45.000000,2.0,2.86,9.5,0.0
id3,2022-01-07T20:54:34.000000,2022-01-07T21:00:52.000000,1.0,0.9,6.0,1.96
id2,2022-01-07T21:39:27.000000,2022-01-07T21:52:07.000000,1.0,2.7,11.5,3.06
id5,2022-01-07T21:50:31.000000,2022-01-07T21:57:03.000000,1.0,0.96,6.0,1.22
id4,2022-01-07T22:21:22.000000,2022-01-07T22:33:25.000000,1.0,2.12,10.5,2.14
id1,2022-01-07T22:41:54.000000,2022-01-07T22:43:56.000000,1.0,0.6,4.0,1.55
id8,2022-01-07T22:48:58.000000,2022-01-07T23:01:51.000000,1.0,2.88,11.5,3.06
id7,2022-01-07T23:26:02.000000,2022-01-07T23:32:37.000000,2.0,1.0,6.0,1.96
id6,2022-01-08T00:32:06.000000,2022-01-08T00:35:37.000000,1.0,0.44,4.5,1.66
id2,2022-01-08T03:32:07.000000,2022-01-08T03:37:10.000000,6.0,1.5,6.5,2.06
id4,2022-01-08T03:45:12.000000,2022-01-08T04:01:31.000000,1.0,4.24,16.0,4.95
id3,2022-01-08T05:50:28.000000,2022-01-08T06:04:05.000000,1.0,4.0,14.0,0.0
id7,2022-01-08T08:08:56.000000,2022-01-08T09:02:57.000000,1.0,70.78,157.0,0.0
id5,2022-01-08T09:09:19.000000,2022-01-08T09:35:48.000000,1.0,9.17,29.0,0.0
id0,2022-01-08T09:36:46.000000,2022-01-08T09:48:35.000000,1.0,2.86,11.5,2.5
id8,2022-01-08T10:07:08.000000,2022-01-08T10:11:36.000000,2.0,1.2,6.0,1.85
id5,2022-01-08T10:34:43.000000,2022-01-08T10:38:41.000000,1.0,1.42,6.0,1.86
id3,2022-01-08T10:55:59.000000,2022-01-08T11:01:03.000000,2.0,0.8,5.5,1.5
id1,2022-01-08T11:06:09.000000,2022-01-08T11:10:15.000000,1.0,0.7,5.0,0.0
id4,2022-01-08T11:27:18.000000,2022-01-08T11:38:39.000000,1.0,2.1,9.5,2.05
id4,2022-01-08T11:28:26.000000,2022-01-08T11:44:38.000000,1.0,3.3,12.0,0.0
id5,2022-01-08T11:39:51.000000,2022-01-08T11:56:07.000000,2.0,2.23,12.5,3.16
id7,2022-01-08T11:45:38.000000,2022-01-08T11:50:30.000000,1.0,1.0,5.5,1.0
id0,2022-01-08T12:01:55.000000,2022-01-08T12:09:11.000000,3.0,1.0,6.5,1.96
id6,2022-01-08T12:20:16.000000,2022-01-08T12:49:43.000000,1.0,17.15,64.5,17.02
id7,2022-01-08T12:38:25.000000,2022-01-08T13:00:06.000000,2.0,3.93,16.5,3.96
id2,2022-01-08T12:40:12.000000,2022-01-08T12:49:44.000000,1.0,1.95,8.5,2.36
id0,2022-01-08T13:05:32.000000,2022-01-08T13:32:17.000000,1.0,14.01,39.5,0.0
id7,2022-01-08T13:41:19.000000,2022-01-08T13:48:34.000000,2.0,0.9,6.5,0.0
id2,2022-01-08T13:43:58.000000,2022-01-08T13:54:06.000000,1.0,1.2,8.0,0.0
id6,2022-01-08T13:51:59.000000,2022-01-08T14:03:19.000000,1.0,2.17,10.0,0.0
id1,2022-01-08T13:55:33.000000,2022-01-08T14:16:13.000000,1.0,5.39,19.0,4.46
id3,2022-01-08T14:05:36.000000,2022-01-08T14:14:17.000000,1.0,2.34,9.5,2.0
id1,2022-01-08T14:06:20.000000,2022-01-08T14:52:57.000000,1.0,20.0,62.2,0.0
id1,2022-01-08T14:11:40.000000,2022-01-08T14:25:16.000000,1.0,1.7,10.5,0.0
id6,2022-01-08T14:25:19.000000,2022-01-08T14:32:59.000000,1.0,1.15,7.5,2.16
id3,2022-01-08T14:25:45.000000,2022-01-08T14:33:03.000000,1.0,1.1,7.0,0.0
id7,2022-01-08T14:34:41.000000,2022-01-08T14:41:35.000000,1.0,1.35,7.0,2.06
id6,2022-01-08T14:39:15.000000,2022-01-08T15:05:24.000000,2.0,17.07,64.0,16.61
id3,2022-01-08T15:13:29.000000,2022-01-08T15:15:31.000000,6.0,0.34,-3.5,0.0
id2,2022-01-08T15:35:12.000000,2022-01-08T15:50:33.000000,1.0,3.44,13.5,3.0
id4,2022-01-08T15:53:38.000000,2022-01-08T16:07:30.000000,4.0,2.47,11.5,2.0
id2,2022-01-08T15:55:14.000000,2022-01-08T16:15:09.000000,1.0,3.5,15.0,0.0
id4,2022-01-08T16:05:23.000000,2022-01-08T16:10:34.000000,0.0,0.8,5.5,1.76
id8,2022-01-08T16:14:15.000000,2022-01-08T16:58:57.000000,1.0,19.7,52.0,10.0
